hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,result,grade,performance_category
3,98,Yes,7,7,78.0,Pass,C,Good
3,88,Yes,5,0,70.0,Pass,C,Good
2,73,Yes,6,6,48.0,Fail,F,Average
3,50,No,4,1,26.0,Fail,F,Poor
1,70,No,4,9,46.0,Fail,F,Average
5,57,Yes,5,3,42.0,Fail,F,Average
5,62,Yes,9,4,46.0,Fail,F,Average
7,99,No,6,0,91.0,Pass,A,Excellent
4,61,Yes,8,3,47.0,Fail,F,Average
3,82,Yes,4,3,61.0,Pass,D,Good
1,57,Yes,7,8,31.0,Fail,F,Poor
8,79,Yes,6,8,71.0,Pass,C,Good
3,86,Yes,6,9,66.0,Pass,D,Good
2,80,No,4,0,52.0,Pass,E,Average
4,86,Yes,8,7,71.0,Pass,C,Good
3,78,Yes,7,3,60.0,Pass,D,Average
1,59,Yes,8,3,32.0,Fail,F,Poor
3,52,No,7,4,33.0,Fail,F,Poor
2,84,No,4,1,56.0,Pass,E,Average
8,40,Yes,6,0,32.0,Fail,F,Poor
6,91,Yes,7,4,76.0,Pass,C,Good
9,43,Yes,6,6,40.0,Fail,F,Poor
8,63,Yes,5,9,60.0,Pass,D,Average
3,75,No,5,8,54.0,Pass,E,Average
5,75,No,4,1,59.0,Pass,E,Average
7,84,Yes,4,7,74.0,Pass,C,Good
8,67,No,4,1,61.0,Pass,D,Good
5,65,No,5,4,50.0,Pass,E,Average
1,62,Yes,7,6,36.0,Fail,F,Poor
5,54,Yes,8,2,41.0,Fail,F,Average
4,75,Yes,4,1,60.0,Pass,D,Average
6,66,No,8,5,56.0,Pass,E,Average
3,45,No,8,9,23.0,Fail,F,Poor
5,74,No,5,5,63.0,Pass,D,Good
2,78,No,9,3,54.0,Pass,E,Average
6,77,Yes,7,0,64.0,Pass,D,Good
6,74,No,5,4,64.0,Pass,D,Good
5,75,No,4,0,58.0,Pass,E,Average
6,49,No,5,7,38.0,Fail,F,Poor
7,69,Yes,5,1,60.0,Pass,D,Average
5,92,No,5,8,79.0,Pass,C,Good
1,80,No,4,8,57.0,Pass,E,Average
8,77,No,4,2,69.0,Pass,D,Good
4,68,Yes,5,5,51.0,Pass,E,Average
9,91,No,5,8,86.0,Pass,B,Excellent
6,98,Yes,8,6,90.0,Pass,A,Excellent
1,82,Yes,7,3,57.0,Pass,E,Average
3,78,No,8,2,61.0,Pass,D,Good
3,89,Yes,9,1,71.0,Pass,C,Good
4,43,No,7,9,30.0,Fail,F,Poor
6,44,Yes,9,9,34.0,Fail,F,Poor
7,43,Yes,7,0,34.0,Fail,F,Poor
4,75,No,5,9,58.0,Pass,E,Average
6,98,No,8,0,85.0,Pass,B,Excellent
1,84,Yes,7,3,55.0,Pass,E,Average
8,55,Yes,9,3,51.0,Pass,E,Average
7,64,Yes,7,8,53.0,Pass,E,Average
9,53,Yes,4,9,51.0,Pass,E,Average
3,50,No,7,0,31.0,Fail,F,Poor
2,68,Yes,5,3,44.0,Fail,F,Average
1,73,Yes,6,2,48.0,Fail,F,Average
3,61,No,4,8,41.0,Fail,F,Average
5,53,Yes,6,4,40.0,Fail,F,Poor
2,95,No,5,8,72.0,Pass,C,Good
3,63,No,6,9,41.0,Fail,F,Average
4,98,No,7,5,78.0,Pass,C,Good
7,78,Yes,6,8,70.0,Pass,C,Good
3,65,No,8,0,41.0,Fail,F,Average
9,82,No,5,3,78.0,Pass,C,Good
8,75,No,8,3,70.0,Pass,C,Good
4,78,Yes,6,9,61.0,Pass,D,Good
1,55,Yes,8,9,33.0,Fail,F,Poor
1,97,Yes,4,5,71.0,Pass,C,Good
1,77,Yes,6,9,51.0,Pass,E,Average
1,98,No,9,0,72.0,Pass,C,Good
8,71,No,8,9,69.0,Pass,D,Good
3,45,No,7,4,21.0,Fail,F,Poor
6,73,Yes,6,2,61.0,Pass,D,Good
3,95,No,9,0,76.0,Pass,C,Good
5,47,Yes,4,5,30.0,Fail,F,Poor
7,69,Yes,7,2,59.0,Pass,E,Average
2,66,Yes,6,3,45.0,Fail,F,Average
6,46,No,7,8,39.0,Fail,F,Poor
6,66,No,6,1,53.0,Pass,E,Average
3,64,Yes,6,0,43.0,Fail,F,Average
6,95,No,5,9,85.0,Pass,B,Excellent
5,85,Yes,8,5,70.0,Pass,C,Good
2,80,No,6,0,56.0,Pass,E,Average
9,54,Yes,4,0,52.0,Pass,E,Average
8,64,Yes,9,6,65.0,Pass,D,Good
3,61,Yes,8,1,39.0,Fail,F,Poor
8,57,No,5,3,48.0,Fail,F,Average
9,51,No,8,3,47.0,Fail,F,Average
3,62,No,8,1,41.0,Fail,F,Average
3,90,No,6,5,72.0,Pass,C,Good
2,84,No,4,9,61.0,Pass,D,Good
8,78,Yes,6,1,74.0,Pass,C,Good
1,64,No,4,7,38.0,Fail,F,Poor
8,49,Yes,4,3,42.0,Fail,F,Average
7,69,No,7,0,60.0,Pass,D,Average
7,49,No,6,6,35.0,Fail,F,Poor
3,73,No,5,5,52.0,Pass,E,Average
1,85,Yes,9,5,61.0,Pass,D,Good
4,52,No,8,2,32.0,Fail,F,Poor
9,93,Yes,7,9,95.0,Pass,A,Excellent
5,68,No,5,6,53.0,Pass,E,Average
1,77,Yes,9,5,54.0,Pass,E,Average
5,80,Yes,9,9,70.0,Pass,C,Good
8,84,Yes,6,9,78.0,Pass,C,Good
8,48,Yes,4,8,42.0,Fail,F,Average
5,52,No,6,2,33.0,Fail,F,Poor
9,76,No,9,2,75.0,Pass,C,Good
1,53,Yes,6,3,26.0,Fail,F,Poor
4,76,No,7,2,58.0,Pass,E,Average
3,48,Yes,5,3,29.0,Fail,F,Poor
2,47,No,9,5,29.0,Fail,F,Poor
8,78,No,7,0,70.0,Pass,C,Good
7,79,No,5,1,67.0,Pass,D,Good
9,93,Yes,7,9,93.0,Pass,A,Excellent
2,42,No,8,5,21.0,Fail,F,Poor
4,94,Yes,4,5,74.0,Pass,C,Good
6,95,No,4,0,82.0,Pass,B,Excellent
3,86,Yes,4,5,65.0,Pass,D,Good
8,79,No,8,8,75.0,Pass,C,Good
3,72,Yes,9,7,55.0,Pass,E,Average
2,71,Yes,9,9,54.0,Pass,E,Average
3,46,Yes,8,4,26.0,Fail,F,Poor
6,58,No,4,3,48.0,Fail,F,Average
2,73,Yes,4,5,49.0,Fail,F,Average
8,53,No,5,4,49.0,Fail,F,Average
1,89,Yes,5,5,64.0,Pass,D,Good
7,86,Yes,6,9,81.0,Pass,B,Excellent
2,85,Yes,7,2,64.0,Pass,D,Good
6,95,No,5,6,82.0,Pass,B,Excellent
2,96,No,5,7,74.0,Pass,C,Good
2,58,No,5,4,32.0,Fail,F,Poor
8,90,No,5,4,83.0,Pass,B,Excellent
2,93,No,8,3,68.0,Pass,D,Good
7,98,No,6,9,90.0,Pass,A,Excellent
3,65,No,5,4,44.0,Fail,F,Average
8,56,Yes,9,9,51.0,Pass,E,Average
7,93,Yes,7,7,86.0,Pass,B,Excellent
8,67,No,5,4,62.0,Pass,D,Good
7,58,No,8,8,48.0,Fail,F,Average
6,66,No,9,0,56.0,Pass,E,Average
7,87,No,4,6,79.0,Pass,C,Good
5,91,No,4,4,74.0,Pass,C,Good
7,96,Yes,6,3,82.0,Pass,B,Excellent
1,58,No,4,2,32.0,Fail,F,Poor
1,72,No,5,9,46.0,Fail,F,Average
9,90,No,8,6,88.0,Pass,B,Excellent
5,46,Yes,6,1,35.0,Fail,F,Poor
5,68,Yes,9,4,56.0,Pass,E,Average
3,94,Yes,5,1,74.0,Pass,C,Good
5,82,Yes,4,6,67.0,Pass,D,Good
3,44,No,7,5,23.0,Fail,F,Poor
9,69,Yes,5,9,67.0,Pass,D,Good
9,88,Yes,7,6,86.0,Pass,B,Excellent
6,82,Yes,9,8,70.0,Pass,C,Good
1,95,Yes,7,1,68.0,Pass,D,Good
7,97,Yes,9,8,91.0,Pass,A,Excellent
7,47,No,6,6,42.0,Fail,F,Average
4,81,Yes,8,1,62.0,Pass,D,Good
8,51,Yes,4,9,44.0,Fail,F,Average
6,81,Yes,4,1,67.0,Pass,D,Good
4,52,No,5,3,35.0,Fail,F,Poor
4,65,No,4,1,46.0,Fail,F,Average
2,57,No,6,0,31.0,Fail,F,Poor
2,81,No,4,5,59.0,Pass,E,Average
4,90,No,5,9,71.0,Pass,C,Good
8,88,No,8,2,80.0,Pass,B,Good
6,59,No,9,0,49.0,Fail,F,Average
4,55,Yes,7,8,39.0,Fail,F,Poor
7,76,Yes,7,7,67.0,Pass,D,Good
8,42,No,9,5,38.0,Fail,F,Poor
2,66,Yes,7,5,47.0,Fail,F,Average
7,54,No,8,3,41.0,Fail,F,Average
2,97,Yes,6,1,75.0,Pass,C,Good
2,73,Yes,5,3,53.0,Pass,E,Average
8,84,No,8,1,81.0,Pass,B,Excellent
2,61,Yes,5,6,37.0,Fail,F,Poor
9,79,No,6,8,77.0,Pass,C,Good
1,62,No,8,1,36.0,Fail,F,Poor
9,98,Yes,4,8,95.0,Pass,A,Excellent
1,88,No,6,8,65.0,Pass,D,Good
2,43,Yes,7,7,18.0,Fail,F,Poor
6,90,Yes,8,0,80.0,Pass,B,Good
6,93,No,6,4,81.0,Pass,B,Excellent
1,96,No,6,9,73.0,Pass,C,Good
7,80,No,8,3,74.0,Pass,C,Good
8,62,No,7,6,57.0,Pass,E,Average
2,86,No,9,7,64.0,Pass,D,Good
8,99,Yes,7,9,97.0,Pass,A,Excellent
9,48,No,6,7,42.0,Fail,F,Average
6,63,Yes,5,1,48.0,Fail,F,Average
5,60,No,9,2,46.0,Fail,F,Average
9,80,Yes,9,9,79.0,Pass,C,Good
9,85,Yes,6,9,83.0,Pass,B,Excellent
1,94,Yes,8,6,70.0,Pass,C,Good
3,92,Yes,8,3,73.0,Pass,C,Good
9,55,Yes,8,5,56.0,Pass,E,Average
2,95,No,7,7,71.0,Pass,C,Good
4,94,Yes,4,7,76.0,Pass,C,Good
4,64,No,8,6,49.0,Fail,F,Average
2,65,Yes,8,1,43.0,Fail,F,Average
3,88,No,9,1,67.0,Pass,D,Good
3,84,Yes,5,2,63.0,Pass,D,Good
1,48,Yes,5,3,18.0,Fail,F,Poor
6,54,No,6,0,43.0,Fail,F,Average
8,78,No,6,4,72.0,Pass,C,Good
3,72,Yes,6,6,57.0,Pass,E,Average
5,40,Yes,8,9,25.0,Fail,F,Poor
1,44,No,5,4,15.0,Fail,F,Poor
7,95,Yes,6,6,88.0,Pass,B,Excellent
1,48,Yes,5,4,24.0,Fail,F,Poor
9,83,No,8,9,81.0,Pass,B,Excellent
8,45,Yes,9,7,40.0,Fail,F,Poor
7,67,Yes,8,6,60.0,Pass,D,Average
7,84,No,6,0,73.0,Pass,C,Good
5,65,Yes,8,0,52.0,Pass,E,Average
5,67,No,8,4,53.0,Pass,E,Average
5,79,No,5,1,65.0,Pass,D,Good
1,54,Yes,4,8,30.0,Fail,F,Poor
8,45,Yes,7,1,39.0,Fail,F,Poor
1,66,No,6,8,43.0,Fail,F,Average
4,77,No,4,9,59.0,Pass,E,Average
9,43,Yes,9,1,38.0,Fail,F,Poor
9,50,No,6,3,44.0,Fail,F,Average
5,60,Yes,4,2,44.0,Fail,F,Average
4,69,No,8,5,53.0,Pass,E,Average
3,57,No,6,3,37.0,Fail,F,Poor
3,74,No,4,8,52.0,Pass,E,Average
5,42,Yes,7,8,30.0,Fail,F,Poor
1,51,No,8,9,22.0,Fail,F,Poor
5,66,No,6,8,51.0,Pass,E,Average
6,92,No,9,2,82.0,Pass,B,Excellent
7,69,No,9,2,63.0,Pass,D,Good
9,60,Yes,6,3,58.0,Pass,E,Average
3,77,No,4,8,58.0,Pass,E,Average
2,60,Yes,6,5,38.0,Fail,F,Poor
3,99,No,8,8,80.0,Pass,B,Good
9,77,No,5,7,70.0,Pass,C,Good
7,79,Yes,9,6,72.0,Pass,C,Good
9,54,Yes,4,4,48.0,Fail,F,Average
2,57,No,7,8,36.0,Fail,F,Poor
5,91,No,6,3,73.0,Pass,C,Good
4,68,No,8,3,51.0,Pass,E,Average
2,87,Yes,6,7,63.0,Pass,D,Good
9,77,No,7,3,74.0,Pass,C,Good
9,99,Yes,8,6,98.0,Pass,A,Excellent
6,60,No,7,3,45.0,Fail,F,Average
6,56,Yes,8,0,45.0,Fail,F,Average
8,80,Yes,5,9,74.0,Pass,C,Good
6,90,Yes,9,8,81.0,Pass,B,Excellent
1,57,No,8,3,30.0,Fail,F,Poor
4,96,No,7,2,77.0,Pass,C,Good
7,94,Yes,4,2,86.0,Pass,B,Excellent
2,76,Yes,9,8,58.0,Pass,E,Average
9,99,Yes,5,7,99.0,Pass,A,Excellent
8,77,No,6,9,69.0,Pass,D,Good
8,51,No,5,6,47.0,Fail,F,Average
7,50,No,5,6,42.0,Fail,F,Average
4,87,Yes,6,3,73.0,Pass,C,Good
2,91,No,8,2,71.0,Pass,C,Good
3,88,No,5,3,68.0,Pass,D,Good
6,59,No,9,5,47.0,Fail,F,Average
5,48,Yes,5,3,31.0,Fail,F,Poor
8,40,No,4,3,31.0,Fail,F,Poor
6,97,No,9,1,86.0,Pass,B,Excellent
6,42,No,4,6,27.0,Fail,F,Poor
1,60,No,9,5,32.0,Fail,F,Poor
4,62,No,7,1,41.0,Fail,F,Average
5,48,Yes,6,4,33.0,Fail,F,Poor
3,93,Yes,9,5,75.0,Pass,C,Good
9,58,Yes,9,4,57.0,Pass,E,Average
1,84,Yes,8,3,59.0,Pass,E,Average
6,94,No,8,8,87.0,Pass,B,Excellent
6,85,No,7,2,72.0,Pass,C,Good
5,91,Yes,8,1,78.0,Pass,C,Good
5,58,Yes,8,8,46.0,Fail,F,Average
5,62,Yes,4,7,47.0,Fail,F,Average
6,66,No,8,8,58.0,Pass,E,Average
8,66,No,8,9,63.0,Pass,D,Good
2,78,No,7,2,56.0,Pass,E,Average
6,75,Yes,7,0,62.0,Pass,D,Good
1,51,Yes,5,0,23.0,Fail,F,Poor
4,94,Yes,8,2,73.0,Pass,C,Good
3,66,No,8,3,46.0,Fail,F,Average
9,85,No,9,1,80.0,Pass,B,Good
3,73,Yes,8,7,59.0,Pass,E,Average
6,72,Yes,4,2,60.0,Pass,D,Average
1,67,No,9,3,41.0,Fail,F,Average
6,70,No,8,5,61.0,Pass,D,Good
4,71,Yes,4,9,51.0,Pass,E,Average
8,89,Yes,5,5,82.0,Pass,B,Excellent
9,59,No,9,1,55.0,Pass,E,Average
4,79,Yes,6,5,64.0,Pass,D,Good
6,74,Yes,8,3,61.0,Pass,D,Good
1,70,No,9,4,44.0,Fail,F,Average
4,97,Yes,7,6,81.0,Pass,B,Excellent
7,70,No,9,6,64.0,Pass,D,Good
1,77,Yes,7,5,53.0,Pass,E,Average
8,61,No,8,9,55.0,Pass,E,Average
6,84,Yes,4,5,72.0,Pass,C,Good
5,80,Yes,7,5,65.0,Pass,D,Good
9,48,Yes,9,3,44.0,Fail,F,Average
2,91,No,9,2,70.0,Pass,C,Good
5,48,Yes,7,0,34.0,Fail,F,Poor
6,54,Yes,5,2,41.0,Fail,F,Average
7,52,No,5,2,43.0,Fail,F,Average
5,61,Yes,5,8,48.0,Fail,F,Average
9,55,No,7,2,46.0,Fail,F,Average
1,71,No,7,7,47.0,Fail,F,Average
7,41,No,9,7,37.0,Fail,F,Poor
7,65,Yes,8,2,56.0,Pass,E,Average
4,53,No,8,9,40.0,Fail,F,Poor
9,98,Yes,4,9,96.0,Pass,A,Excellent
5,77,No,7,5,63.0,Pass,D,Good
4,73,Yes,8,7,58.0,Pass,E,Average
7,47,No,8,7,36.0,Fail,F,Poor
4,75,No,5,9,61.0,Pass,D,Good
3,60,Yes,5,9,39.0,Fail,F,Poor
9,95,No,5,8,90.0,Pass,A,Excellent
8,85,Yes,6,8,79.0,Pass,C,Good
1,82,No,8,7,58.0,Pass,E,Average
7,95,Yes,5,6,89.0,Pass,B,Excellent
9,67,No,5,9,64.0,Pass,D,Good
8,85,No,7,2,78.0,Pass,C,Good
8,83,Yes,9,6,79.0,Pass,C,Good
6,87,No,5,3,72.0,Pass,C,Good
4,45,Yes,7,1,26.0,Fail,F,Poor
8,59,Yes,4,7,52.0,Pass,E,Average
3,70,No,5,1,49.0,Fail,F,Average
9,72,No,9,0,66.0,Pass,D,Good
2,83,No,7,4,59.0,Pass,E,Average
2,46,Yes,9,9,28.0,Fail,F,Poor
7,47,Yes,5,8,39.0,Fail,F,Poor
4,48,No,4,4,31.0,Fail,F,Poor
8,41,Yes,5,1,33.0,Fail,F,Poor
9,56,No,7,9,57.0,Pass,E,Average
7,91,No,4,3,83.0,Pass,B,Excellent
5,84,No,4,7,69.0,Pass,D,Good
8,76,Yes,4,6,71.0,Pass,C,Good
4,81,Yes,6,4,62.0,Pass,D,Good
2,83,No,7,3,58.0,Pass,E,Average
6,56,Yes,6,4,46.0,Fail,F,Average
9,92,No,9,6,93.0,Pass,A,Excellent
1,77,No,4,4,48.0,Fail,F,Average
7,74,Yes,6,7,68.0,Pass,D,Good
9,99,No,5,6,97.0,Pass,A,Excellent
9,86,No,6,6,82.0,Pass,B,Excellent
3,78,No,8,8,57.0,Pass,E,Average
5,69,No,9,7,55.0,Pass,E,Average
8,45,No,4,7,37.0,Fail,F,Poor
8,43,Yes,4,5,35.0,Fail,F,Poor
4,90,Yes,9,6,72.0,Pass,C,Good
1,76,No,9,7,51.0,Pass,E,Average
1,74,Yes,7,4,50.0,Pass,E,Average
4,97,No,5,9,82.0,Pass,B,Excellent
6,96,No,9,1,84.0,Pass,B,Excellent
8,48,No,9,6,46.0,Fail,F,Average
6,45,No,7,9,34.0,Fail,F,Poor
9,52,Yes,9,2,55.0,Pass,E,Average
9,98,Yes,6,9,95.0,Pass,A,Excellent
2,61,No,8,7,40.0,Fail,F,Poor
1,67,Yes,8,5,42.0,Fail,F,Average
2,69,No,8,3,45.0,Fail,F,Average
5,91,Yes,9,1,80.0,Pass,B,Good
4,75,No,8,6,60.0,Pass,D,Average
4,41,No,5,0,21.0,Fail,F,Poor
9,97,No,6,6,95.0,Pass,A,Excellent
8,75,Yes,8,9,72.0,Pass,C,Good
6,47,Yes,4,9,35.0,Fail,F,Poor
1,84,No,9,6,58.0,Pass,E,Average
2,81,Yes,6,9,59.0,Pass,E,Average
6,89,Yes,5,2,77.0,Pass,C,Good
2,48,Yes,8,3,23.0,Fail,F,Poor
5,40,Yes,5,3,26.0,Fail,F,Poor
5,52,Yes,9,3,39.0,Fail,F,Poor
6,89,Yes,8,8,79.0,Pass,C,Good
6,54,Yes,4,5,39.0,Fail,F,Poor
6,71,Yes,6,9,61.0,Pass,D,Good
2,73,Yes,4,8,47.0,Fail,F,Average
3,82,Yes,8,3,63.0,Pass,D,Good
6,70,Yes,7,6,61.0,Pass,D,Good
8,53,Yes,6,9,51.0,Pass,E,Average
1,93,Yes,5,8,68.0,Pass,D,Good
1,86,No,8,9,66.0,Pass,D,Good
2,53,No,4,2,29.0,Fail,F,Poor
6,87,Yes,9,2,78.0,Pass,C,Good
9,94,Yes,7,5,94.0,Pass,A,Excellent
4,68,Yes,9,7,56.0,Pass,E,Average
3,86,No,8,0,68.0,Pass,D,Good
8,58,No,5,3,50.0,Pass,E,Average
9,66,Yes,4,7,62.0,Pass,D,Good
5,48,Yes,6,5,31.0,Fail,F,Poor
9,76,Yes,7,1,73.0,Pass,C,Good
2,76,Yes,8,7,57.0,Pass,E,Average
3,82,Yes,8,0,60.0,Pass,D,Average
7,67,No,8,0,56.0,Pass,E,Average
7,91,Yes,8,6,88.0,Pass,B,Excellent
6,96,No,4,9,84.0,Pass,B,Excellent
6,63,Yes,6,2,48.0,Fail,F,Average
2,67,Yes,5,7,41.0,Fail,F,Average
6,75,No,7,8,65.0,Pass,D,Good
4,91,No,8,7,74.0,Pass,C,Good
3,57,Yes,9,0,38.0,Fail,F,Poor
2,64,No,8,0,40.0,Fail,F,Poor
1,74,Yes,6,5,49.0,Fail,F,Average
5,43,No,6,0,30.0,Fail,F,Poor
2,53,No,4,7,29.0,Fail,F,Poor
2,78,Yes,4,5,57.0,Pass,E,Average
7,65,Yes,9,4,58.0,Pass,E,Average
8,47,No,9,5,40.0,Fail,F,Poor
8,63,Yes,4,3,60.0,Pass,D,Average
4,55,No,7,0,41.0,Fail,F,Average
1,59,No,9,6,34.0,Fail,F,Poor
7,54,Yes,4,9,46.0,Fail,F,Average
1,46,No,8,8,24.0,Fail,F,Poor
4,97,Yes,4,3,79.0,Pass,C,Good
8,56,Yes,7,3,52.0,Pass,E,Average
2,61,No,4,8,36.0,Fail,F,Poor
6,61,Yes,4,3,52.0,Pass,E,Average
6,93,No,8,9,84.0,Pass,B,Excellent
9,51,No,9,3,50.0,Pass,E,Average
5,57,Yes,8,7,47.0,Fail,F,Average
4,95,Yes,8,3,81.0,Pass,B,Excellent
5,85,No,4,8,70.0,Pass,C,Good
5,86,Yes,8,7,77.0,Pass,C,Good
8,54,No,6,4,49.0,Fail,F,Average
8,76,No,5,8,70.0,Pass,C,Good
2,55,No,5,7,28.0,Fail,F,Poor
7,44,No,8,9,36.0,Fail,F,Poor
8,41,No,9,3,34.0,Fail,F,Poor
6,91,Yes,7,3,80.0,Pass,B,Good
5,67,No,8,0,51.0,Pass,E,Average
9,96,No,9,3,95.0,Pass,A,Excellent
3,80,No,8,7,60.0,Pass,D,Average
4,93,No,4,4,78.0,Pass,C,Good
9,66,No,9,5,65.0,Pass,D,Good
6,70,No,7,3,57.0,Pass,E,Average
8,80,Yes,8,4,75.0,Pass,C,Good
7,75,Yes,6,9,69.0,Pass,D,Good
2,86,No,9,7,62.0,Pass,D,Good
3,82,No,5,8,63.0,Pass,D,Good
1,40,No,9,2,11.0,Fail,F,Poor
9,89,Yes,6,9,91.0,Pass,A,Excellent
7,68,No,6,3,58.0,Pass,E,Average
1,40,No,6,0,15.0,Fail,F,Poor
3,47,No,7,4,24.0,Fail,F,Poor
4,96,No,7,3,80.0,Pass,B,Good
4,55,No,9,5,36.0,Fail,F,Poor
5,97,No,7,5,83.0,Pass,B,Excellent
3,67,Yes,5,9,49.0,Fail,F,Average
3,61,No,4,5,41.0,Fail,F,Average
1,57,No,9,2,33.0,Fail,F,Poor
7,61,No,8,6,52.0,Pass,E,Average
1,80,No,8,2,52.0,Pass,E,Average
2,51,No,9,5,31.0,Fail,F,Poor
4,58,No,4,9,38.0,Fail,F,Poor
4,64,No,8,0,45.0,Fail,F,Average
5,89,No,9,7,79.0,Pass,C,Good
2,98,No,9,6,78.0,Pass,C,Good
4,44,Yes,6,8,24.0,Fail,F,Poor
1,98,Yes,5,2,72.0,Pass,C,Good
2,73,Yes,8,7,52.0,Pass,E,Average
1,78,No,5,1,50.0,Pass,E,Average
4,98,Yes,9,8,83.0,Pass,B,Excellent
4,49,Yes,4,0,32.0,Fail,F,Poor
7,86,Yes,9,9,84.0,Pass,B,Excellent
9,96,Yes,8,6,95.0,Pass,A,Excellent
9,46,No,5,9,43.0,Fail,F,Average
5,99,Yes,6,0,82.0,Pass,B,Excellent
1,76,Yes,6,5,54.0,Pass,E,Average
1,86,No,9,0,59.0,Pass,E,Average
6,91,Yes,4,3,78.0,Pass,C,Good
2,99,No,7,6,79.0,Pass,C,Good
8,91,Yes,8,1,87.0,Pass,B,Excellent
9,54,Yes,9,2,53.0,Pass,E,Average
4,81,Yes,6,3,65.0,Pass,D,Good
5,63,No,6,5,48.0,Fail,F,Average
8,65,Yes,4,8,61.0,Pass,D,Good
3,65,Yes,6,3,41.0,Fail,F,Average
5,85,No,8,5,75.0,Pass,C,Good
3,65,Yes,4,6,44.0,Fail,F,Average
3,97,Yes,5,3,79.0,Pass,C,Good
3,49,Yes,4,5,29.0,Fail,F,Poor
7,56,Yes,8,2,44.0,Fail,F,Average
7,92,Yes,8,4,85.0,Pass,B,Excellent
7,53,No,5,9,40.0,Fail,F,Poor
8,41,No,9,3,36.0,Fail,F,Poor
5,87,No,4,6,72.0,Pass,C,Good
5,52,Yes,8,5,36.0,Fail,F,Poor
4,66,Yes,8,6,51.0,Pass,E,Average
7,48,Yes,5,5,38.0,Fail,F,Poor
4,46,Yes,7,1,28.0,Fail,F,Poor
2,87,Yes,4,6,59.0,Pass,E,Average
4,49,No,8,7,30.0,Fail,F,Poor
8,95,No,6,6,88.0,Pass,B,Excellent
9,93,No,5,3,87.0,Pass,B,Excellent
3,48,Yes,7,3,27.0,Fail,F,Poor
7,61,No,7,4,51.0,Pass,E,Average
9,62,No,5,8,59.0,Pass,E,Average
4,46,No,7,4,23.0,Fail,F,Poor
3,87,No,8,1,71.0,Pass,C,Good
5,48,Yes,7,4,33.0,Fail,F,Poor
1,66,Yes,4,2,38.0,Fail,F,Poor
3,63,No,6,9,45.0,Fail,F,Average
8,68,No,8,7,67.0,Pass,D,Good
8,56,No,5,9,49.0,Fail,F,Average
4,59,No,6,9,44.0,Fail,F,Average
2,46,No,9,1,22.0,Fail,F,Poor
8,82,No,8,3,79.0,Pass,C,Good
8,79,No,6,4,74.0,Pass,C,Good
4,46,No,7,3,26.0,Fail,F,Poor
3,67,No,9,4,49.0,Fail,F,Average
2,58,Yes,5,9,33.0,Fail,F,Poor
9,59,No,5,3,53.0,Pass,E,Average
1,83,Yes,4,2,53.0,Pass,E,Average
7,78,Yes,7,0,69.0,Pass,D,Good
5,79,No,4,3,65.0,Pass,D,Good
8,46,No,4,8,37.0,Fail,F,Poor
4,45,Yes,7,0,28.0,Fail,F,Poor
7,64,Yes,8,6,56.0,Pass,E,Average
5,80,No,9,2,64.0,Pass,D,Good
5,98,Yes,4,7,83.0,Pass,B,Excellent
9,52,No,6,5,50.0,Pass,E,Average
9,78,No,9,0,77.0,Pass,C,Good
9,79,Yes,8,9,79.0,Pass,C,Good
6,61,No,7,4,49.0,Fail,F,Average
6,88,Yes,5,7,77.0,Pass,C,Good
5,56,No,8,2,40.0,Fail,F,Poor
9,87,No,4,3,83.0,Pass,B,Excellent
8,61,Yes,6,6,53.0,Pass,E,Average
7,47,No,7,6,42.0,Fail,F,Average
6,88,No,5,8,76.0,Pass,C,Good
5,84,Yes,9,8,75.0,Pass,C,Good
3,63,Yes,5,2,45.0,Fail,F,Average
3,99,Yes,7,3,73.0,Pass,C,Good
6,93,Yes,9,5,84.0,Pass,B,Excellent
4,99,No,8,4,84.0,Pass,B,Excellent
6,81,Yes,4,5,71.0,Pass,C,Good
3,41,No,7,7,23.0,Fail,F,Poor
4,41,Yes,6,1,24.0,Fail,F,Poor
9,66,No,8,5,64.0,Pass,D,Good
5,53,No,9,8,38.0,Fail,F,Poor
7,87,Yes,5,4,74.0,Pass,C,Good
2,78,Yes,8,0,58.0,Pass,E,Average
5,92,Yes,8,7,78.0,Pass,C,Good
9,92,No,6,3,88.0,Pass,B,Excellent
3,95,No,4,7,76.0,Pass,C,Good
9,51,No,8,3,48.0,Fail,F,Average
6,71,Yes,8,7,59.0,Pass,E,Average
4,67,Yes,4,8,46.0,Fail,F,Average
7,94,Yes,4,4,84.0,Pass,B,Excellent
8,67,Yes,5,4,61.0,Pass,D,Good
6,85,Yes,9,1,76.0,Pass,C,Good
5,64,No,5,8,49.0,Fail,F,Average
6,43,Yes,4,3,30.0,Fail,F,Poor
5,65,No,7,2,47.0,Fail,F,Average
8,75,Yes,4,1,70.0,Pass,C,Good
1,89,Yes,5,2,69.0,Pass,D,Good
7,42,Yes,6,3,35.0,Fail,F,Poor
2,40,Yes,6,8,20.0,Fail,F,Poor
9,56,Yes,9,5,55.0,Pass,E,Average
1,46,No,8,9,19.0,Fail,F,Poor
6,87,Yes,6,4,74.0,Pass,C,Good
9,44,No,5,8,42.0,Fail,F,Average
1,58,No,6,7,34.0,Fail,F,Poor
4,78,No,7,5,59.0,Pass,E,Average
